Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
farmaseuteghe _1
farmasi _3
farmava _1
farme _7
fàrme _2
fàrme£i _1
farne _25
fàrne _8
farneticasiòn _1
farò _1
farsa _3
fàrsa _1
farse _55
fàrse _3
farse£a _1
fàrse£a _2
farte _6
fàrte _2
farve _19
fasa _12
fàsa _33
fase _2
fàse _4
fasi£e _2
fàsi£e _12
fàsi£i _3
fasi£ità _2
fasie _1
fàsil _2
fasilmente _5
fasìn _1
fasìna _1
fasiòn _2
fasismo _12
fasista _7
fasisti _8
fasistoni _1
faso _33
fàso _53
faso£eto _1
fassino _2
fastidio _1
fastìdio _1
fàt _1
fata _12
fàta _26
fatah _4
fatàl _1
fate _8
fàte _8
fati _9
fàti _43
fatica _1
fatiga _1
fato _90
fàto _125
fàtointe'l _1
fatòr _5
fatori _2
fatòri _2
fatura' _1
faturà _6
fatùra _1
faturasiòn _1
fatùre _1
faturèta _1
faturi _2
fausto _1
fava _14
fàva _37
fave£a _2
fàve£a _1
favi _2
fàvi _1
favimo _2
favo _2
fàvo _3
favo£a _1
favor _18
favòr _20
fàvor _1
favore _2
favorendo _2
favorevo£i _1
favori _2
favorì _1
favòri _4
favorìa _2
favoriio _2
favorio _2
favorìo _1
favorir _1
favorìr _2
favorirlo _1
favorise _4
fàx _1
fàxe _2
faxéndo _1
faxesta _3
faxeste _1
faxesti _2
faxesto _22
faxésto _3
faxèsto _3
fàxesto _13
fàxésto _1
faxeva _2
faxi _1
faxì _1
fco _4
fe _13
fe' _2
fé _1
fè _36
fè£e _1
fe£isità _3
fe£o _4
fè£o _1
febraro _1
fecondasiòn _1
fedarà _1
fede _20
féde _1
fède _3
fede£e _7
fede£i _1
fede£isimi _1
fede£isimo _1
fedeltà _2
federa£ismi _1
federa£ismo _8
federa£isti _1
federàl _1
federasiòn _1
fèghe _1
fell _1
fellini _1
felsineo _6
fèltre _1
femane _8
fémane _6
fèmane _10
fémena _1
fèmena _1
femini£e _2
feminìl _1
femmini£i _1
femo _84
fémo _7
fèmo _16
fémo£a _1
femo£i _5
fémo£i _3
fémo£o _1
fèmo£o _2
femoe _1
femoghe _10
femoghe£o _2
femose _4
fène _2
feno _1
fenocerie _1
fenoci _24
fenoci+ _1
fenocio _3
fenòcio _1
fenocixe _1
fenòmeni _2
fenomeno _6
fenòmeno _2
feo _2
ferà _1
ferari _5
fèri _1
ferie _6
fèrie _6
ferma _13
fermà _3
fermàr _16
fermarà _4
fermarli _1
fermarse _1
fermarte _1
fermati _1
fermava _1
fèrme£i _1
fermi _5
fermo _2
fero _8
fèro _4
ferose _1
feroviarie _1
ferovie _2
ferovìe _1
ferry _1
ferti£e _2
ferti£i _1
ferti£ixà _1
fervente _1
fese _6
fése _1
fèse _4
fésimo _2
fèsimo _1
festa _31
feste _9
festival _1
fesurame _1
feto _1
feve _4
fève _2
fève£o _1
fevimo _1
fi _1
fi£a _5
fì£a _7
fi£antropeghe _3
fi£antropego _5
fi£antropegoon _1
fi£e _6
fi£istei _5
fi£istini _3
fi£istino _2
fi£o _4
fi£ò _3
fì£o _1
fi£osofìa _3
fi£oxofi _2
fi£oxofìa _5
fia _4
fià _42
fìa _1
fìà _1
fia` _2
fiaba _2
fiàba _2
fiabe _18
fiàbe _13
fiabete _1
fiàca _1
fiàki _1
fiame _1
fiàme _1
fiamme _1
fiat _38
fiatìn _21
ficarve£a _1
fidà _2
fidarse _2
fidava _1
fidàva _1
fidèl _1
fiducia _3
fidusa _3
fidùsa _6
fiera _4
fièra _2
fiere _1
fieresa _1
fieri _4
fièri _1
fiero _1
fìfa _2
figa _1
fìghe _1
figheta _1
fìghi _1
figlia _1
figura _7
figùra _5
figure _2
figùre _1
figuremo _1
figuremose _1
figureo _2
figureve _1
figurève _2
figuriamoci _1
figurìne _1
fikeve£a _3
film _41
filmarlo _1
filmeti _4
filmografia _1
filmografìa _5
filo _20
filò _4
filocarabinieri _2
filocaranba _1
filocato£ego _1
filomerican _1
filomericani _2
filomericano _1
filòn _4
filovategàn _1
filoxofego _1
filòxofi _1
filoxofia _1
filoxofìa _7
filoxofo _1
filtra _2
filtrà _5
filtri _14
filtritabù _1
filtro _15
fìltro _3
filtroel _1
fìm _2
fìme _2
fin _253
fìn _136
fina _1
fina£i _2
finà£i _3
fina£ià _1
fina£ità _1
fina£ixà _6
final _5
finàl _10
finalmente _4
finamai _1
finansa _38
finanse _1
finansia _7
finansià _1
finansiamento _5
finansiaminti _2
finansiàr _6
finansiari _6
finansiaria _9
finansiària _1
finansiarie _2
finansiario _1
finansiarle _1
finansiàse _1
finansiava _3
finansiemo _1
finansier _1
finansiere _2
finansieri _14
fine _25
fìne _20
finesto _1
finestra _5
finestre _5
finger _6
fini _4
finì _4
fìni _6
finia _3
finìa _7
finie _3
finii _3
finimo _1
finimondo _2
finio _8
finìo _8
finir _2
finìr _5
finirà _2
finirè _2
finisa _2
finise _24
finìse _2
finisi _2
finita _1
finiva _2
finivi _1
finke _2
finkè _2
fìnke _1
finlandia _1
finna _1
finnasa _1
finsion _1
finta _2
fìnta _2
finti _3
finto _1
fio£a _2
fiò£a _1
fio£e _3
fio£i _62
fiò£i _17
fio£o _8
fiò£o _3
fioi _4
fiol _1
fior _6
fioravanzo _1
fiori _1
firma _2
firmà _5
firmar _3
firmàr _3
firmarà _1
firme _8
fìrme _1
fisà _2
fisca£i _8
fiscal _27
fiscàl _32
fiscalmente _11
fisciàr _1
fisco _10
fìsco _1
fìsega _2
fisemo _1
fìsi _1
fìsicosti _1
fiu£i _5
fiume _1
fiumi _7
fiumicino _3
fìxega _3
fìxeghe _2
fìxego _2
fixica _6
fixike _4
fìxime _2
fke£a _1
flag _4
flagransa _1
flags _1
flavio _1
fle _2
flemisk _1
flesiòn _1
flòta _1
flùso _1
foghi _1
fògna _1
fogo _10
fògo _1
foibe _3
fòja _1
foje _2
fòje _2
folclore _1
folla _1
follow _1
folpo _2
fonda _1
fonda' _2
fondà _7
fondamenda£i _3
fondamenta _6
fondamenta£i _3
fondamental _8
fondamentàl _13
fondamenti _2
fondamento _9
fondaminti _17
fondaminto _1
fondamneta _2
fondar _1
fondarìa _1
fondator _2
fondatòr _1
fondi _12
fondo _8
fonsiòn _1
fonsiona _1
fontana _3
fonte _2
fonti _7
fònti _1
for _1
fora _190
fòra _168
foraatacando£i _1
forajàr _2
foraso _1
forca _1
force _2
forcuni _1
foresta _12
forestastraniera _1
foreste _5
foresti _56
foresti+ _1
foresto _16
forever _1
forma _27
formà _4
fòrma _3
forma£i _1
forma£ixà _1
forma£ixàr _1
forma£ixàrlo _1
forma£ixasiòn _1
formaji _2
formàl _1
formalmente _2
formando _1
formar _1
formàr _5
formarse _1
formasiòn _2
formazzione _3
forme _18
fòrme _1
formu£a _3
formu£àr _2
formu£ari _1
fornareto _2
fornidor _2
fornidòri _1
fornirve _1
fornise _1
fornitori _6
fornitùre _1
forsa _50
forsa' _1
forsà _3
fòrsa _4
forsadure _1
forsarlo _2
forse _81
fòrse _2
forsemo _1
forte _27
fòrte _1
fortemente _3
forti _20
fòrti _1
fortiel _1
fortìn _1
fortini _1
fortuna _12
fortunà _2
fortùna _3
fortune _1
forum _12
fòrum _24
forumisti _1
forza _1
fòsa _1
foscari _2
fosco£o _8
foskìa _1
fòso _1
foto _7
fòto _1
fotocopiar _2
fotogràfego _1
fotografìe _1
fotovoltaega _2
fotovoltaeghi _1
fotovoltaisi _1
fox _1
fra _77
frà _4
fraca _20
fràca _24
fracasàr _1
fraco _5
fràco _5
frade£i _10
fràde£i _1
frade£ipositivita' _1
frade£o _1
fradei _1
fragmentasiòn _1
frago£e _1
fraintindiminti _1
fràji£e _1
framenta' _2
framentarse _2
framenti _1
franca _1
francesca _2
francese _1
francisco _4
franco _14
franketo _1
franki _1
frankista _1
fransa _5
frànsa _2
fransescani _1
fransescàni _2
fransexa _1
fransexe _26
franséxe _1
fransexeita£iànspagno£o _1
fransexi _1
fransisco _1
franz _2
frasàr _1
frase _1
frasino _1
fràsino _2
frasionamento _2
frasionaminti _1
fraterno _2
fraxa _3
fràxa _4
fraxe _6
fràxe _7
fraxeta _4
fraxete _1
fràxete _1
fre _2
frècia _1
freda _2
frèda _2
frède _1
frèdi _1
fredo _6
frèdo _3
free _1
frega _7
fregadùre _1
fregarlo _3
fregase _1
frègo£e _3
frèna _1
frenàr _2
frèni _1
frente _58
frenti _1
frequentemo _1
fresca _3
fresco _1
freski _4
freud _1
frigo£aro _1
friu£i _6
frixe _2
frixe' _2
frixete _7
frixòn _1
from _5
froma _1
fromm _1
fronte _9
frontejàr _1
fronti _6
frontiera _2
frontiere _4
frontière _1
frustra' _2
fruta _2
frùta _1
frutaghevimo _1
frutàro _1
frutaro£i _6
fruti _14
fruto _8
frùto _3
fuga _7
fùga _4
full _2
fulmini _1
fumadori _1
fumar _2
fumàr _2
fumeti _1
fumeto _1
fumiti _1
fumo _1
fùmo _12
funebri _1
funera£e _2
funera£i _5
funeral _1
funeràl _7
funghi _1
funsion _3
funsiòn _39
funsiona _27
funsionà _2
funsiòna _2
funsiona£i _1
funsionar _2
funsionàr _2
funsionarìa _1
funsionàva _1
fuori _1
furbarìa _1
furbarìe _1
furbi _6
furbisia _1
furbo _3
furbòn _1
furia _3
fùria _6
furlàn _2
furlana _1
furlani _7
furto _3
fùrto _1
fuse _36
fùse _27
fusi£asiòn _1
fusimo _6
fùsimo _1
fustotrònco _1
futùr _1
futùra _1
future _5
futùre _3
futures _1
futuri _2
futuro _35
futùro _11
futuro+ _1
futùroin _1
fuxi£à _2
fuxi£ando£i _1
fuxi£àr _1
fuxi£ava _1
fuxilà _3
g _1
ga _420
ga' _19
gà _1311
ga£a _1
gà£a _8
ga£àn _6
ga£antomani _2
ga£antòmani _1
ga£asia _1
ga£e _1
gà£e _1
ga£ejaleje _1
ga£i _20
gà£i _9
ga£i£ei _3
ga£i£eiàn _2
ga£i£eixasiòn _1
ga£i£eo _32
ga£ilèo _1
ga£ina _6
gà£ine _1
ga£o _2
gà£o _5
ga£òni _1
gàbi _1
gabia _12
gàbia _23
gabie _10
gàbie _26
gabrie£e _1
gaeo _1
gai _1
gài _1
gaji _2
gàji _3
galleghi _1
gallina _4
gànbari _1
ganbe _15
ganca _1
gandhi _1
gandi _1
ganso _1
gara _1
garansia _5
garansìa _1
garansie _2
garantie _1
garantimo _2
garantirve _1
garantise _2
garantìva _1
garbo _1
garcia _1
gardia _1
gari _1
garibaldi _2
gas _10
gàs _7
gaso£io _1
gasperi _1
gate _2
gàti _3
gàto _1
gavarà _9
gavarè _1
gavaremo _7
gavarèmo _3
gavaria _9
gavarìa _35
gavarisi _4
gavarìsi _1
gavarisimo _7
gavarìsimo _2
gavarisito _1
gavarò _1
gavea _1
gavese _2
gavesimo _2
gaveva _9
gaveve£i _2
gavevi _2
gavevo _1
gavi _6
gavi' _4
gavì _84
gàvi _1
gàvì _1
gavio _4
gavìo _3
gàvio _2
gavisi _1
gaxe£e _1
gaxetin _1
gaxo£io _5
gay _3
gazetìn _2
ge _4
ge£ati _1
gemma _1
gendarmerie _3
gendarmi _1
gende _1
genera£e _1
genera£isimo _1
generasiòn _1
genere _2
generosità _2
geneva _1
geni _1
gèni _1
genoexi _2
genova _1
gente _1
genti£ini _6
geogràfego _1
geografìa _1
georgia _2
geova _2
german _1
germania _2
germània _1
gerundio _1
gestapo _1
gestionà£i _1
gestoras _1
gevri _2
gf _1
gg _3
ghe _1476
ghè _26
ghea _9
ghéa _2
ghemo _304
ghèmo _5
ghese _17
ghèse _2
ghesimo _5
ghèsimo _1
ghetixà _1
gheto _17
ghèto _1
ghetu _1
gheva _135
ghéva _4
ghèva _2
ghevi _2
ghevimo _16
ghevito _1
ghevo _25
ghexe _1
ghi _3
ghì _1
ghin _3
ghi'n _1
ghio _2
gi _1
già _2
gianfranco _1
giani _1
gillo _1
giografego _2
giografia _2
giografìa _10
gioia _3
giona£isti _1
giorgio _2
giorna£i _5
giorno _1
gioseta _1
giotto _2
giovanni _1
giro _1
gis _2
gìta _1
giu£ietta _1
giu£io _3
giudaico _1
giuseppe _1
gizia _4
gladio _1
glàdio _1
gle _1
gli _7
globa£ixasiòn _2
global _1
globàl _4
globo _1
gloria _1
glòria _2
glorifegàr _1
glorioxa _3
gnaca _6
gnanc _1
gnanca _116
gnànca _1
gnancora _15
gnent _2
gnente _97
gniente _1
gninte _77
gnìnte _1
gnisuan _1
gnisùn _4
gnisùna _1
gnite _1
gnnaca _8
gnnete _6
gnòca _1
go _228
gò _159
goa£ivo _1
goadagna _11
goadagnà _4
goadagnando _1
goadagnaon _1
goadagnàr _4
goadagnarme _2
goadagnase _1
goadagne _2
goadagne£i _1
goadagnemo _2
goadagni _2
goadagno _6
goai _1
goanti _1
goardia _27
goardie _2
goarìr _1
gode _1
gòde _1
goder _3
godeva _1
godimento _1
godù _1
goduria _1
goebbels _6
goera _112
goèra _2
goerafondari _1
goere _28
goerna _1
goernar _1
goerne _1
goerni _5
goerno _32
goidà _1
goim _1
goinetxe _1
goldoni _3
goldwyn _1
golfo _2
gomune _2
gondo£a _1
gonti _20
google _13
gorca _1
gòto _1
govarnarse _1
governa _3
governanti _1
governava _1
governi _4
governo _34
gpar _1
gracia _1
gradi _5
gràdi _2
grado _9
gràdo _3
graduatoria _1
grafega _1
grafeghe _1
gràfego _1
graffiti _3
graffìti _1
grafìa _1
gràfìa _1
grafito _1
gramadega _2
gramadeghe _3
gramàdeghe _1
gramatega _3
gramateghe _1
gràmo _1
gramsci _1
gran _86
gràn _103
granàta _1
granda _18
grànda _5
grande _8
grandene _1
grandesa _1
grandeto _1
grandi _21
gràndi _2
granditi _1
grando _26
gràndo _1
grane _1
grantorto _1
gràpa _1
grase _1
grasia _1
gràsia _3
grasie _13
gràsie _18
gratà _1
gratarse _1
gratato _1
gratis _12
gràtis _5
grattato _1
gratuita _2
gratùita _1
gratuitamente _4
gratuite _1
gratùiti _1
gratuito _1
gràtuito _2
grave _6
gràve _5
gràvi _1
great _1
greca _3
grèca _3
grecia _3
greco _2
green _3
gresi _1
grèsi _4
grida _1
grido _1
grìdo _1
griggio _1
grilo _1
grimm _1
grimml'odisea _2
gròpa _1
gropi _1
gròpi _2
grosa _1
grose _7
gròse _3
grosi _5
gròsi _1
grosisti _1
groso _6
gròso _1
grosta _2
gròte _1
group _5
grù _2
grumo£o _1
grupi _5
grùpi _2
grupo _5
grùpo _3
guardia _2
guardie _1
guerra _2
guevara _5
gugl _1
guida _1
guidàr _1
guidemi _1
guidolìn _2
guiottto _1
gurion _1
gustavo _1
gusti _1
gùsti _1
gusto _3
h _3
ha _4
hai _2
hamas _4
hamburgo _1
hammurabi _1
handersen _2
handicap _3
handicapà _2
handicappati _1
hanno _2
harbour _1
hardy _1
hatred _5
have _2
hawking _4
he _1
heidi _1
helsinki _1
hernan _1
herri _1
herzegovina _4
hide _1
hindenburgh _1
hitler _11
hìtler _2
hitleriana _1
hle _2
ho _5
hoc _2
holliwood _1
holliwoodiana _1
hollywood _5
hollywoodiàn _1
home _1
honesty _1
hotèl _1
how _3
hpar _1
humanitarian _1
i _4653
i>ejìtima _1
i£egà£i _1
i£egàl _3
i£egalmente _1
i£egitimaly _1
i£ejìbi£i _1
i£iade _1
i£imità _1
i£ojico _1
i£or _1
i£udarte _1
i£uminàr _1
i£uminarli _1
i£uminista _1
i£ustra _3
i£ustri _2
i£uxiòn _6
ia _1
iberica _5
ibèrica _1
ibernasiòn _2
ici _2
ida£iani _1
idea _9
idèa _5
idea£i _2
ideà£i _2
ideal _1
idee _19
idèe _5
idem _9
iden _1
identifegà _1
identifegàr _3
identifego _1
identita' _21
identità _73
identita` _2
identitàli _1
identitari _2
identitaria _6
identitària _8
identitàriae _1
identitariamente _1
identitarie _1
identitàrie _2
identitario _8
identitàrio _9
identity _1
ideo£ogo _1
ideo£ojicamente _1
ideo£ojico _5
ideo£ojìco _1
ideo£ojìe _5
ideo£ojike _1
idi£ico _1
idigoras _1
idiotixà _2
ido£ojìco _1
idrau£ike _1
idrike _1
idroe£etrega _4
idroe£etreghe _2
ieri _4
ignora _1
ignoransa _21
ignorant _1
ignorante _15
ignorantemente _1
ignoranti _42
ignorantoni _5
ignoràr _1
ignoravimo _1
ignoremo _1
ignoremo£i _2
ignori _1
ignòri _1
ignote _1
ignoti _1
igor _1
ii _1
iii _1
iiii _1
iinpienà _1
iinsulse _2
i'ita£ia _1
il _36
ilcam _1
ile _1
illega£e _1
illinois _1
imajinà _1
imajinàr _1
imajinàrio _1
imajinasiòn _1
imajinate _1
imajinava _1
imajine _3
imajiné _1
imajinè _10
imàjìne _1
imajine£o _5
imajinèmo _1
imajini _3
imajìni _2
imàjini _1
imàjino _1
imancabilmente _2
imbriagoni _1
imediata _1
imigra' _2
imigrà _20
imigrante _1
imigrànti _1
imigràr _1
imigrasion _1
imigrasiòn _9
imigrati _1
imigratorio _1
imisiòn _1
imità _1
imitàr _1
immane _1
immersion _1
immigrado _1
imobi£e _2
imobi£i _2
imobi£iar _1
imobi£iàr _6
imobi£iare _1
imobi£iari _2
imortàl _4
impara _2
impartial _1
impedirghe _1
impedisi _1
impianto _1
impiegati _1
import _1
importanti _1
imposte _3
impresiòn _1
imprexe _1
impropiamente _1
improvvisamente _1
imunità _3
imutà _1
imutabì£i _1
in _2123
ina _4
ina£ienabi£i _1
inacorta _3
inacorte _1
inacorti _15
inacorto _30
inacorxa _1
inacorxarà _1
inacorxarì _1
inacorxarisimo _1
inacorxarme _2
inacorxarse _6
inacorxarte _1
inacorxe _2
inacorxemo _3
inacorxémo _1
inacorxesto _1
inacorxeva _1
inacorxì _2
inacorxo _4
inacòrxo _1
inafidabi£ità _1
inajàr _1
inamente _4
inamisìbi£e _1
inamorà _2
inaproprià _1
inarestabi£e _1
inasetabi£e _1
inatacabi£i _4
inbarasante _7
inbaraso _4
inbarcarse _1
inbastardirse _1
inbastardùo _1
inbatìbi£e _1
inbatibi£i _1
inbestia£ia _1
inbocona _1
inboconarli _1
inboresà _1
inbriaga _1
inbriagarse _2
inbriago _1
inbriagòn _5
inbriagoni _7
inbriaguni _2
inbroja _1
inbrojà _2
inbrojàr _3
inbrojè _2
inbroji _1
inbrojì _1
inbròji _1
inbrojoni _1
inbrojòni _1
inbuxà _1
inbuxarse _1
incaenai _1
incalmà _2
incamarà _1
incargà _1
incarghi _1
incarserasiòn _1
incarta _1
incartaminti _1
incartàr _1
incartarse _1
incàsa _1
incasàr _2
incauti _1
inciavemo _1
inclasificàbi£i _1
incluxo _1
incò _1
inco£onà _1
incoadrà _1
incocludente _1
incoinà _1
incoinamento _1
incolpà _1
incomensurabi£e _1
incondinsionà _1
inconpatibi£e _2
inconpatibi£i _1
inconpatibi£ità _1
inconpetensa _1
inconpetenti _1
inconsiamente _2
inconsistensa _2
incontentàr _1
incontentarse _1
incontrajo _2
incontravi _2
incontri _1
incontro _7
incontrovertibi£e _2
incoraja _2
incorajà _1
incorajar _2
incramentara' _1
incredibi£e _3
incredìbi£e _2
incredibi£i _1
incredu£ità _1
incrementa _1
incrementar _1
incrementàr _5
incremnetàr _1
incriminarme _1
incroxà _1
incu£à _2
incu£ada _1
incu£àr _5
incu£are _1
incu£arve _1
incucà _1
incuinà _1
inculcà _4
inculcarge _2
inculcarghe _1
inculcarve _1
inculcàva _1
incultura _1
inculturasiòn _1
incurabi£i _2
indajini _4
indàjini _3
indaxidarabi£e _1
inde£ebi£e _1
indebità _6
indebitarse _1
indebo£ise _1
indegrazzione _1
indepandensa _4
indescrivibi£i _1
indeterminà _1
india _8
indiàn _1
indiana _1
indiàna _1
indiane _1
indiàne _1
indiani _7
indiàni _1
indica _3
ìndica _1
indicàr _1
indicasion _1
indicasiòn _2
indicativo _1
indicatòr _1
indifarensa _1
indifexi _1
indijeni _3
indìjeni _1
indijeno _1
indios _1
indipandantiste _3
indipandensa _53
indipandense _4
indipandente _7
indipandentemente _1
indipandenti _19
indipandentista _3
indipandentiste _2
indipandentisti _1
indipendendisti _1
indipendensa _5
indipendente _3
indipendentemente _1
indipendenti _1
indipendentismo _1
indipendentista _6
indipendentiste _3
indipendentisti _8
indipendenza _1
indiretamente _2
indirete= _1
indirisa _1
indirisi _3
indiriso _5
indiscutibi£i _1
indistintamente _2
individua£i _1
individual _3
individualmente _1
individui _2
individuo _1
indivixibi£e _1
indo£òr _2
indolòr _1
indormensa _1
indormensarse _1
indoso _3
indoto _4
indòto _2
indotrinà _2
indotrinamento _1
indottrinamento _1
indove _2
indovine£i _1
indrio _6
indrìo _33
indrisa _2
indubia _1
induisti _2
indulti _1
indulto _1
indùr _1
industria _3
industria£i _1
industriae _1
industriàl _3
industrie _2
indùstrie _1
industries _1
indutivo _1
inediti _1
inefisiensa _1
inefisiente _1
